Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:08 GB00BDCPN049 USD $106.3600 53 NASD VHTG243120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:08 GB00BDCPN049 USD $106.3700 47 NASD VHTG243020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:37:12 GB00BDCPN049 USD $106.3100 20 NASD VHTG243920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:38:28 GB00BDCPN049 USD $106.4750 70 IEXG VHTG266120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:38:28 GB00BDCPN049 USD $106.4700 8 NASD VHTG266320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:00 GB00BDCPN049 USD $106.6350 50 IEXG VHTG287720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 100 IEXG VHTG291120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 25 IEXG VHTG291220260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 25 IEXG VHTG291320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 25 IEXG VHTG291420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 5 IEXG VHTG291520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 20 IEXG VHTG291620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 25 IEXG VHTG291720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 25 IEXG VHTG291820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:09 GB00BDCPN049 USD $106.6450 2 IEXG VHTG291920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:15 GB00BDCPN049 USD $106.6100 38 IEXG VHTG293620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:15 GB00BDCPN049 USD $106.5500 25 NASD VHTG293720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:15 GB00BDCPN049 USD $106.5500 10 NASD VHTG293820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:15 GB00BDCPN049 USD $106.5500 15 NASD VHTG293920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:31 GB00BDCPN049 USD $106.6150 63 IEXG VHTG301820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:44 GB00BDCPN049 USD $106.6150 66 IEXG VHTG307920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:49 GB00BDCPN049 USD $106.6150 34 IEXG VHTG309720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:49 GB00BDCPN049 USD $106.6150 32 NASD VHTG309820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:39:54 GB00BDCPN049 USD $106.6150 41 IEXG VHTG311920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:01 GB00BDCPN049 USD $106.5950 35 IEXG VHTG314020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:01 GB00BDCPN049 USD $106.5500 10 NASD VHTG313920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:39 GB00BDCPN049 USD $106.7700 100 IEXG VHTG330920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:39 GB00BDCPN049 USD $106.7700 100 IEXG VHTG331020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:39 GB00BDCPN049 USD $106.7700 25 IEXG VHTG331120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:39 GB00BDCPN049 USD $106.7700 3 IEXG VHTG331220260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:47 GB00BDCPN049 USD $106.7750 73 IEXG VHTG332420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.6700 60 BATS VHTG334420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7400 25 BATS VHTG333220260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7700 25 EDGX VHTG332920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7700 10 EDGX VHTG333020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7700 100 KNMX VHTG333120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.6300 25 NASD VHTG334520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.6300 25 NASD VHTG334620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.6300 50 NASD VHTG334720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7400 100 NASD VHTG333320260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7400 100 NASD VHTG333420260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 20 NASD VHTG333520260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 14 NASD VHTG333620260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 6 NASD VHTG333720260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 10 NASD VHTG333820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 2 NASD VHTG333920260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 38 NASD VHTG334020260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7500 10 NASD VHTG334120260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7700 100 NASD VHTG332820260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7100 33 PCSE VHTG334220260727E
Coca-Cola Europacific Partners PLC 27/07/2026 09:40:49 GB00BDCPN049 USD $106.7100 27 PCSE VHTG334320260727E
