Breakdown of individual trades US
Name of Issuer Date Time (EST)
Identity code of 
the financial 
instrument Currency Price Quantity bought Exchange Venue Reference number of the transaction 
Coca-Cola Europacific Partners PLC 03/08/2026 09:55:34 GB00BDCPN049 USD $109.3100 20 MEMX VHTG3087720260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:19 GB00BDCPN049 USD $109.2700 37 UBSS VHTG3100920260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:32 GB00BDCPN049 USD $109.2300 60 PCSE VHTG3105920260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:34 GB00BDCPN049 USD $109.2000 25 NASD VHTG3107220260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:34 GB00BDCPN049 USD $109.2000 25 NASD VHTG3107520260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:34 GB00BDCPN049 USD $109.2000 10 NASD VHTG3107620260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:45 GB00BDCPN049 USD $109.1500 25 PCSE VHTG3111820260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:46 GB00BDCPN049 USD $109.1500 25 PCSE VHTG3112120260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:46 GB00BDCPN049 USD $109.1500 10 PCSE VHTG3112220260803E
Coca-Cola Europacific Partners PLC 03/08/2026 09:56:49 GB00BDCPN049 USD $109.1000 25 NASD VHTG3113220260803E
