ticker,model_id,model_name,passed,score,reasons,failed_criteria
AMD,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=91.2%', 'yield=nan%']",['PEGY nan >= 1.0']
AMD,quality_value,Quality Value,False,0.4,"['Profit margin >= 5%: margin=13.4%', 'Debt/equity < 80%: D/E=6%']","['ROE below 12%', 'P/E >= 20', 'FCF yield below 3%']"
AMD,buffett_quality,Buffett Quality,False,0.5,"['D/E < 60.0%: D/E=6%', 'margin >= 8%: margin=13.4%']","['ROE too low', 'P/E too high']"
AMD,economic_moat,Economic Moat,False,0.5,"['wide margin=13.4%', 'low leverage D/E=6%']","['ROE below 18%', 'ROA below 8%']"
AMD,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
AMD,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=91.2%'],"['yield too low', 'P/E out of range']"
AMD,magic_formula,Magic Formula,False,0.1928,[],['below top half on combined Magic Formula rank']
AMD,acquirers_multiple,Acquirer's Multiple,False,0.0612,"['EV/EBIT=228.1', 'universe rank 6%']","['EV/EBIT 228.1 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
AMD,dreman_contrarian,Dreman Contrarian,False,0.2212,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
AMD,piotroski_f,Piotroski F-Score,True,0.8889,"['F-Score=8/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'current ratio improving', 'no share dilution', 'gross margin improving', 'asset turnover improving']",['leverage declining']
AMD,composite_value,Composite Value,False,0.2939,[],['missing dividend_yield']
AMD,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=1.65', 'OCF/NI=1.78', 'ratio=-4.39%']",[]
AMD,financial_health,Financial Health,True,1.0,"['D/E=6%', 'leverage=5.0%', 'CR=2.85', 'ratio=-1.1', 'coverage=28.2x']",[]
ABNB,graham_defensive,Graham Defensive,False,0.0,[],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']"
ABNB,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=33%', 'ROE > 8%: ROE=32.3%', 'Positive earnings growth: growth=6.0%']","['P/E >= 25', 'P/B >= 3']"
ABNB,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
ABNB,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=33%'],['P/B too high']
ABNB,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
ABNB,earnings_yield,Earnings Yield,False,0.2451,['E/P=2.9% (P/E=34.0)'],['earnings yield 2.9% below 8%']
ABNB,fcf_yield,FCF Yield,False,0.381,['FCF yield=3.8%'],['FCF yield 3.8% below 5%']
ABNB,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
ABNB,lynch_peg,Lynch PEG,False,0.0,"['PEG=5.67', 'growth=6.0%']",['PEG 5.67 >= 1.0']
ABNB,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=6.0%', 'yield=nan%']",['PEGY nan >= 1.0']
ABNB,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=32.3%', 'Profit margin >= 5%: margin=19.9%', 'Debt/equity < 80%: D/E=33%', 'FCF yield >= 3%: FCF yield=3.8%']",['P/E >= 20']
ABNB,buffett_quality,Buffett Quality,False,0.75,"['ROE >= 15%: ROE=32.3%', 'D/E < 60.0%: D/E=33%', 'margin >= 8%: margin=19.9%']",['P/E too high']
ABNB,economic_moat,Economic Moat,True,1.0,"['high ROE=32.3%', 'solid ROA=11.3%', 'wide margin=19.9%', 'low leverage D/E=33%']",[]
ABNB,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
ABNB,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=6.0%'],"['yield too low', 'P/E out of range']"
ABNB,magic_formula,Magic Formula,True,0.7152,"['earnings yield rank 60%', 'ROIC rank 83%']",[]
ABNB,acquirers_multiple,Acquirer's Multiple,False,0.4898,"['EV/EBIT=29.2', 'universe rank 49%']","['EV/EBIT 29.2 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
ABNB,dreman_contrarian,Dreman Contrarian,False,0.4708,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
ABNB,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'leverage declining', 'no share dilution', 'asset turnover improving']","['F-Score 6/9 below 7', 'ROA improving', 'current ratio improving', 'gross margin improving']"
ABNB,composite_value,Composite Value,False,0.4943,['top-tier on fcf_yield (percentile 73%)'],['missing dividend_yield']
ABNB,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=1.27', 'OCF/NI=1.85', 'ratio=-9.61%']",[]
ABNB,financial_health,Financial Health,True,1.0,"['D/E=33%', 'leverage=9.3%', 'CR=1.38', 'ratio=-3.6', 'insufficient data — skipped']",[]
ALNY,graham_defensive,Graham Defensive,False,0.25,['Current ratio >= 2: CR=3.13'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'no dividend']"
ALNY,graham_enterprising,Graham Enterprising,False,0.2,['ROE > 8%: ROE=90.4%'],"['P/E >= 25', 'P/B >= 3', 'excessive leverage', 'negative earnings growth']"
ALNY,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
ALNY,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
ALNY,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
ALNY,earnings_yield,Earnings Yield,False,0.1233,['E/P=1.5% (P/E=67.6)'],['earnings yield 1.5% below 8%']
ALNY,fcf_yield,FCF Yield,False,0.0564,['FCF yield=0.6%'],['FCF yield 0.6% below 5%']
ALNY,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
ALNY,lynch_peg,Lynch PEG,False,0.0,"['PEG=nan', 'growth=nan%']",[]
ALNY,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=nan%', 'yield=nan%']",['PEGY nan >= 1.0']
ALNY,quality_value,Quality Value,False,0.4,"['ROE >= 12%: ROE=90.4%', 'Profit margin >= 5%: margin=12.6%']","['high leverage', 'P/E >= 20', 'FCF yield below 3%']"
ALNY,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=90.4%', 'margin >= 8%: margin=12.6%']","['too much debt', 'P/E too high']"
ALNY,economic_moat,Economic Moat,False,0.5,"['high ROE=90.4%', 'wide margin=12.6%']","['ROA below 8%', 'leverage too high']"
ALNY,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
ALNY,dividend_growth,Dividend Growth,False,0.0,[],"['yield too low', 'earnings not growing', 'P/E out of range']"
ALNY,magic_formula,Magic Formula,False,0.4107,['ROIC rank 51%'],['below top half on combined Magic Formula rank']
ALNY,acquirers_multiple,Acquirer's Multiple,False,0.2041,"['EV/EBIT=72.3', 'universe rank 20%']","['EV/EBIT 72.3 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
ALNY,dreman_contrarian,Dreman Contrarian,False,0.1714,[],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
ALNY,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'asset turnover improving']","['F-Score 6/9 below 7', 'current ratio improving', 'no share dilution', 'gross margin improving']"
ALNY,composite_value,Composite Value,False,0.0937,[],['missing dividend_yield']
ALNY,earnings_quality,Earnings Quality,True,1.0,"['FCF/NI=0.65', 'OCF/NI=1.67', 'ratio=-4.24%']",[]
ALNY,financial_health,Financial Health,False,0.6,"['leverage=25.7%', 'CR=2.76', 'ratio=-0.0']","['high debt to equity', 'weak interest coverage']"
GOOGL,graham_defensive,Graham Defensive,False,0.5,"['Current ratio >= 2: CR=2.72', 'Dividend payer: yield=28.00%']","['P/E >= 15', 'valuation too rich on P/B or P/E×P/B']"
GOOGL,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=15.9', 'Debt/equity < 100%: D/E=18%', 'ROE > 8%: ROE=48.7%', 'Positive earnings growth: growth=294.1%']",['P/B >= 3']
GOOGL,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
GOOGL,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=18%'],['P/B too high']
GOOGL,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
GOOGL,earnings_yield,Earnings Yield,False,0.5226,['E/P=6.3% (P/E=15.9)'],['earnings yield 6.3% below 8%']
GOOGL,fcf_yield,FCF Yield,False,0.0734,['FCF yield=0.7%'],['FCF yield 0.7% below 5%']
GOOGL,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=28.0%'],['P/E not below 12.0']
GOOGL,lynch_peg,Lynch PEG,True,0.9458,"['PEG=0.05', 'growth=294.1%']",[]
GOOGL,neff_pegy,Neff PEGY,True,0.9505,"['PEGY=0.05', 'growth=294.1%', 'yield=28.0%']",[]
GOOGL,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=48.7%', 'Profit margin >= 5%: margin=54.8%', 'Debt/equity < 80%: D/E=18%', 'P/E < 20: P/E=15.9']",['FCF yield below 3%']
GOOGL,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=48.7%', 'D/E < 60.0%: D/E=18%', 'margin >= 8%: margin=54.8%', 'P/E < 25.0: P/E=15.9']",[]
GOOGL,economic_moat,Economic Moat,True,1.0,"['high ROE=48.7%', 'solid ROA=22.2%', 'wide margin=54.8%', 'low leverage D/E=18%']",[]
GOOGL,high_dividend,High Dividend Yield,False,0.0667,"['yield=28.0%', 'universe rank 7%']",['not in top quartile for yield']
GOOGL,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=28.0%', 'earnings growth: growth=294.1%', 'reasonable P/E: P/E=15.9']",[]
GOOGL,magic_formula,Magic Formula,True,0.6696,"['earnings yield rank 58%', 'ROIC rank 76%']",[]
GOOGL,acquirers_multiple,Acquirer's Multiple,False,0.4694,"['EV/EBIT=29.4', 'universe rank 47%']","['EV/EBIT 29.4 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
GOOGL,dreman_contrarian,Dreman Contrarian,True,0.5387,"['low P/E rank 92%', 'low P/B rank 63%']",['dividend yield below median']
GOOGL,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'current ratio improving', 'no share dilution', 'gross margin improving']","['F-Score 6/9 below 7', 'ROA improving', 'leverage declining', 'asset turnover improving']"
GOOGL,composite_value,Composite Value,False,0.3988,['top-tier on trailing_pe (percentile 88%)'],[]
GOOGL,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.25', 'ratio=-5.47%']",['weak free-cash conversion']
GOOGL,financial_health,Financial Health,True,1.0,"['D/E=18%', 'leverage=10.0%', 'CR=2.01', 'ratio=-0.8', 'coverage=175.3x']",[]
GOOG,graham_defensive,Graham Defensive,False,0.5,"['Current ratio >= 2: CR=2.72', 'Dividend payer: yield=28.00%']","['P/E >= 15', 'valuation too rich on P/B or P/E×P/B']"
GOOG,graham_enterprising,Graham Enterprising,False,0.8,"['P/E < 25: P/E=16.0', 'Debt/equity < 100%: D/E=18%', 'ROE > 8%: ROE=48.7%', 'Positive earnings growth: growth=294.1%']",['P/B >= 3']
GOOG,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
GOOG,schloss,Schloss Low P/B,False,0.5,['D/E < 50.0%: D/E=18%'],['P/B too high']
GOOG,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
GOOG,earnings_yield,Earnings Yield,False,0.5218,['E/P=6.3% (P/E=16.0)'],['earnings yield 6.3% below 8%']
GOOG,fcf_yield,FCF Yield,False,0.0736,['FCF yield=0.7%'],['FCF yield 0.7% below 5%']
GOOG,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=28.0%'],['P/E not below 12.0']
GOOG,lynch_peg,Lynch PEG,True,0.9457,"['PEG=0.05', 'growth=294.1%']",[]
GOOG,neff_pegy,Neff PEGY,True,0.9504,"['PEGY=0.05', 'growth=294.1%', 'yield=28.0%']",[]
GOOG,quality_value,Quality Value,True,0.8,"['ROE >= 12%: ROE=48.7%', 'Profit margin >= 5%: margin=54.8%', 'Debt/equity < 80%: D/E=18%', 'P/E < 20: P/E=16.0']",['FCF yield below 3%']
GOOG,buffett_quality,Buffett Quality,True,1.0,"['ROE >= 15%: ROE=48.7%', 'D/E < 60.0%: D/E=18%', 'margin >= 8%: margin=54.8%', 'P/E < 25.0: P/E=16.0']",[]
GOOG,economic_moat,Economic Moat,True,1.0,"['high ROE=48.7%', 'solid ROA=22.2%', 'wide margin=54.8%', 'low leverage D/E=18%']",[]
GOOG,high_dividend,High Dividend Yield,False,0.0667,"['yield=28.0%', 'universe rank 7%']",['not in top quartile for yield']
GOOG,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=28.0%', 'earnings growth: growth=294.1%', 'reasonable P/E: P/E=16.0']",[]
GOOG,magic_formula,Magic Formula,True,0.6747,"['earnings yield rank 59%', 'ROIC rank 76%']",[]
GOOG,acquirers_multiple,Acquirer's Multiple,False,0.4796,"['EV/EBIT=29.4', 'universe rank 48%']","['EV/EBIT 29.4 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
GOOG,dreman_contrarian,Dreman Contrarian,True,0.5384,"['low P/E rank 91%', 'low P/B rank 64%']",['dividend yield below median']
GOOG,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'OCF > net income', 'current ratio improving', 'no share dilution', 'gross margin improving']","['F-Score 6/9 below 7', 'ROA improving', 'leverage declining', 'asset turnover improving']"
GOOG,composite_value,Composite Value,False,0.4225,['top-tier on trailing_pe (percentile 75%)'],[]
GOOG,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.25', 'ratio=-5.47%']",['weak free-cash conversion']
GOOG,financial_health,Financial Health,True,1.0,"['D/E=18%', 'leverage=10.0%', 'CR=2.01', 'ratio=-0.8', 'coverage=175.3x']",[]
AMZN,graham_defensive,Graham Defensive,False,0.0,[],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2', 'no dividend']"
AMZN,graham_enterprising,Graham Enterprising,False,0.6,"['Debt/equity < 100%: D/E=53%', 'ROE > 8%: ROE=24.3%', 'Positive earnings growth: growth=74.8%']","['P/E >= 25', 'P/B >= 3']"
AMZN,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
AMZN,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
AMZN,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
AMZN,earnings_yield,Earnings Yield,False,0.2983,['E/P=3.6% (P/E=27.9)'],['earnings yield 3.6% below 8%']
AMZN,fcf_yield,FCF Yield,False,0.0393,['FCF yield=0.4%'],['FCF yield 0.4% below 5%']
AMZN,low_pe_high_yield,Low P/E + High Yield,False,0.0,[],"['P/E not below 12.0', 'yield below 4%']"
AMZN,lynch_peg,Lynch PEG,True,0.6266,"['PEG=0.37', 'growth=74.8%']",[]
AMZN,neff_pegy,Neff PEGY,False,0.0,"['PEGY=nan', 'growth=74.8%', 'yield=nan%']",['PEGY nan >= 1.0']
AMZN,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=24.3%', 'Profit margin >= 5%: margin=12.2%', 'Debt/equity < 80%: D/E=53%']","['P/E >= 20', 'FCF yield below 3%']"
AMZN,buffett_quality,Buffett Quality,False,0.75,"['ROE >= 15%: ROE=24.3%', 'D/E < 60.0%: D/E=53%', 'margin >= 8%: margin=12.2%']",['P/E too high']
AMZN,economic_moat,Economic Moat,True,0.75,"['high ROE=24.3%', 'solid ROA=9.5%', 'wide margin=12.2%']",['leverage too high']
AMZN,high_dividend,High Dividend Yield,False,0.0,[],['could not rank yield']
AMZN,dividend_growth,Dividend Growth,False,0.3333,['earnings growth: growth=74.8%'],"['yield too low', 'P/E out of range']"
AMZN,magic_formula,Magic Formula,False,0.4773,['earnings yield rank 51%'],['below top half on combined Magic Formula rank']
AMZN,acquirers_multiple,Acquirer's Multiple,False,0.398,"['EV/EBIT=32.4', 'universe rank 40%']","['EV/EBIT 32.4 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
AMZN,dreman_contrarian,Dreman Contrarian,False,0.6727,['low P/B rank 70%'],['P/E not in bottom quartile']
AMZN,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'gross margin improving']","['F-Score 6/9 below 7', 'current ratio improving', 'no share dilution', 'asset turnover improving']"
AMZN,composite_value,Composite Value,False,0.6136,"['top-tier on trailing_pe (percentile 82%)', 'top-tier on ev_ebitda (percentile 82%)']",['missing dividend_yield']
AMZN,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.80', 'ratio=-7.56%']",['weak free-cash conversion']
AMZN,financial_health,Financial Health,False,0.8,"['D/E=53%', 'leverage=18.7%', 'ratio=0.6', 'coverage=35.2x']",['weak liquidity']
AEP,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=282.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
AEP,graham_enterprising,Graham Enterprising,True,0.8,"['P/E < 25: P/E=20.0', 'P/B < 3: P/B=2.32', 'ROE > 8%: ROE=12.6%', 'Positive earnings growth: growth=6.7%']",['excessive leverage']
AEP,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
AEP,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
AEP,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
AEP,earnings_yield,Earnings Yield,False,0.4175,['E/P=5.0% (P/E=20.0)'],['earnings yield 5.0% below 8%']
AEP,fcf_yield,FCF Yield,False,0.0,['FCF yield=-9.4%'],['FCF yield -9.4% below 5%']
AEP,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=282.0%'],['P/E not below 12.0']
AEP,lynch_peg,Lynch PEG,False,0.0,"['PEG=2.98', 'growth=6.7%']",['PEG 2.98 >= 1.0']
AEP,neff_pegy,Neff PEGY,True,0.9309,"['PEGY=0.07', 'growth=6.7%', 'yield=282.0%']",[]
AEP,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=12.6%', 'Profit margin >= 5%: margin=16.3%', 'P/E < 20: P/E=20.0']","['high leverage', 'FCF yield below 3%']"
AEP,buffett_quality,Buffett Quality,False,0.5,"['margin >= 8%: margin=16.3%', 'P/E < 25.0: P/E=20.0']","['ROE too low', 'too much debt']"
AEP,economic_moat,Economic Moat,False,0.25,['wide margin=16.3%'],"['ROE below 18%', 'ROA below 8%', 'leverage too high']"
AEP,high_dividend,High Dividend Yield,True,0.8167,"['yield=282.0%', 'universe rank 82%']",[]
AEP,dividend_growth,Dividend Growth,True,1.0,"['dividend payer: yield=282.0%', 'earnings growth: growth=6.7%', 'reasonable P/E: P/E=20.0']",[]
AEP,magic_formula,Magic Formula,False,0.4633,['earnings yield rank 73%'],['below top half on combined Magic Formula rank']
AEP,acquirers_multiple,Acquirer's Multiple,False,0.6224,"['EV/EBIT=23.4', 'universe rank 62%']",['EV/EBIT 23.4 above 12.0']
AEP,dreman_contrarian,Dreman Contrarian,True,0.8261,"['low P/E rank 81%', 'low P/B rank 85%', 'dividend rank 82%']",[]
AEP,piotroski_f,Piotroski F-Score,False,0.6667,"['F-Score=6/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'current ratio improving']","['F-Score 6/9 below 7', 'no share dilution', 'gross margin improving', 'asset turnover improving']"
AEP,composite_value,Composite Value,False,0.5,"['top-tier on trailing_pe (percentile 75%)', 'top-tier on ev_ebitda (percentile 75%)']",[]
AEP,earnings_quality,Earnings Quality,False,0.6667,"['OCF/NI=1.94', 'ratio=-2.94%']",['weak free-cash conversion']
AEP,financial_health,Financial Health,False,0.4,"['leverage=43.3%', 'coverage=2.7x']","['high debt to equity', 'weak liquidity', 'high net debt/EBITDA']"
AMGN,graham_defensive,Graham Defensive,False,0.25,['Dividend payer: yield=271.00%'],"['P/E >= 15', 'valuation too rich on P/B or P/E×P/B', 'current ratio < 2']"
AMGN,graham_enterprising,Graham Enterprising,False,0.4,"['ROE > 8%: ROE=101.3%', 'Positive earnings growth: growth=4.4%']","['P/E >= 25', 'P/B >= 3', 'excessive leverage']"
AMGN,graham_net_net,Graham Net-Net,False,0.0,[],['missing NCAV (balance sheet data)']
AMGN,schloss,Schloss Low P/B,False,0.0,[],"['P/B too high', 'too much leverage']"
AMGN,deep_value,Deep Value,False,0.0,[],"['P/B not below 1.0', 'EV/EBITDA not below 8']"
AMGN,earnings_yield,Earnings Yield,False,0.3224,['E/P=3.9% (P/E=25.8)'],['earnings yield 3.9% below 8%']
AMGN,fcf_yield,FCF Yield,False,0.3664,['FCF yield=3.7%'],['FCF yield 3.7% below 5%']
AMGN,low_pe_high_yield,Low P/E + High Yield,False,0.5,['yield=271.0%'],['P/E not below 12.0']
AMGN,lynch_peg,Lynch PEG,False,0.0,"['PEG=5.87', 'growth=4.4%']","['growth 4.4% below 5% floor', 'PEG 5.87 >= 1.0']"
AMGN,neff_pegy,Neff PEGY,True,0.9062,"['PEGY=0.09', 'growth=4.4%', 'yield=271.0%']",[]
AMGN,quality_value,Quality Value,False,0.6,"['ROE >= 12%: ROE=101.3%', 'Profit margin >= 5%: margin=21.0%', 'FCF yield >= 3%: FCF yield=3.7%']","['high leverage', 'P/E >= 20']"
AMGN,buffett_quality,Buffett Quality,False,0.5,"['ROE >= 15%: ROE=101.3%', 'margin >= 8%: margin=21.0%']","['too much debt', 'P/E too high']"
AMGN,economic_moat,Economic Moat,True,0.75,"['high ROE=101.3%', 'solid ROA=8.5%', 'wide margin=21.0%']",['leverage too high']
AMGN,high_dividend,High Dividend Yield,True,0.7833,"['yield=271.0%', 'universe rank 78%']",[]
AMGN,dividend_growth,Dividend Growth,True,0.6667,"['dividend payer: yield=271.0%', 'earnings growth: growth=4.4%']",['P/E out of range']
AMGN,magic_formula,Magic Formula,True,0.5791,['earnings yield rank 66%'],[]
AMGN,acquirers_multiple,Acquirer's Multiple,False,0.551,"['EV/EBIT=27.3', 'universe rank 55%']","['EV/EBIT 27.3 above 12.0', 'not in top 40% cheapest on EV/EBIT']"
AMGN,dreman_contrarian,Dreman Contrarian,False,0.5455,['dividend rank 78%'],"['P/E not in bottom quartile', 'P/B not cheap vs universe']"
AMGN,piotroski_f,Piotroski F-Score,True,0.8889,"['F-Score=8/9', 'positive net income', 'positive operating cash flow', 'ROA improving', 'OCF > net income', 'leverage declining', 'no share dilution', 'gross margin improving', 'asset turnover improving']",['current ratio improving']
AMGN,composite_value,Composite Value,False,0.6083,"['top-tier on trailing_pe (percentile 75%)', 'top-tier on ev_ebitda (percentile 75%)']",[]
